,Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance
8938,7,30,0,15718624.0,7504.8675,4,4,12,1,2,3.0,9.12,3.0,1,643.75,35.51348455,189,1,47.81724752,194.9099495,757.759553
4477,6,29,12,14638.38,1295.865,7,5,8,3,29,14.0,8.4,7.0,1,424.65,31.32818109,343,1,27.78318655,52.12139422,299.6819192
4793,6,19,9,76887.92,6445.326667,8,7,25,2,24,17.0,3.64,8.0,0,2485.99,36.98195965,108,2,78.62692677,119.4695029,706.436237
9625,0,21,5,16644.79,1547.065833,7,6,24,9,19,20.0,9.93,11.0,0,3519.49,34.56951405,59,2,100.765767,144.925613,199.0152033
11635,0,35,4,144424.90368667434,11767.27714484452,2,2,10,0,12,9.0,7.683985489619751,7.798601892122587,1,708.8181010861668,42.09103241517613,292,1,0.0,294.7331571537536,1143.0015479650506
7795,4,23,14,16674.26,1104.521667,6,6,6,4,8,19.0,9.11,13.0,2,2187.49,40.65320249,217,2,29.62010595,65.24920678,305.5828539
10458,1,29,8,32334.316681584605,2872.7963863118343,3,5,7,3,9,16.03857091634331,11.980828294825388,1.7768574501940133,1,104.59558353427563,33.16174964723427,197,1,59.48210615878459,61.476473253874175,413.3596301367137
11103,0,48,13,111147.42612366447,9213.736262687644,0,4,10,3,0,3.783369161060584,6.664118428998798,1.4700214966363507,1,534.8981512892739,37.81389844346469,337,1,149.91280773544963,191.52625099028404,829.9345675430308
2847,6,23,3,127284.18,10389.015,3,3,4,2,18,5.0,2.25,3.0,1,689.48,26.11426187,311,1,202.5438238,824.8896345,301.4680417
12223,4,32,7,34612.26,2745.355,3,5,6,2,4,7.0,9.48,1.0,1,122.92,29.136868058570055,194,1,40.5640343,116.63563963291345,381.4035764358092
2478,6,17,2,33749.34,2631.445,9,9,21,7,38,25.0,1.13,11.0,0,2393.46,25.34350543,107,2,140.7082706,164.779491,217.6567384
715,3,40,12,18344.75,1818.729167,7,7,31,6,55,18.0,8.39,10.0,0,2042.28,38.42189727,185,2,76.55205263,110.092179,265.2286851
2957,0,28,0,34392.44,2703.036667,9,6,30,3,31,19.0,15.84,10.0,2,2405.43,24.52192506,148,2,80.04324652,102.4717714,357.7886487
11422,1,53,11,99644.24588756324,8427.162321046457,2,1,3,3,6,7.1315285085390885,5.866931399658602,2.289490497153637,1,599.2725838210672,32.92156560541565,219,1,178.8271923471038,186.24844887326987,721.1931384985038
4872,5,51,2,30373.35,2495.1125,3,5,4,3,13,9.0,11.51,1.0,1,791.4,33.04951008,379,1,55.61424998,147.8650007,336.0319993
3860,5,19,1,35926.76,2802.896667,10,7,28,6,30,11.0,16.29,13.0,2,1691.59,35.86587068,140,2,168.3513637,86.30040681,295.6378962
8031,5,32,2,18237.78,1475.815,10,7,19,7,54,24.0,3.4,11.0,0,1362.04,30.22086971,199,0,87.99910743,159.9541395,189.628253
4816,5,36,9,69870.88,6020.573333,3,6,7,3,31,20.0,6.26,6.0,2,2106.68,36.42676292,70,0,148.7095152,622.3039453,111.0438728
4881,7,31,3,34217.66,2794.471667,4,3,11,1,7,9.0,5.39,2.0,1,459.1,33.43911375,293,1,15.08141104,69.982402,444.3833536
10531,2,42,2,133135.7521340614,11174.815569961955,3,3,3,2,10,8.310474635271287,9.663873430594323,66.27506786098473,1,73.12159844722244,40.482382952023315,250,1,271.38813936432985,261.6237848274641,849.0664684773229
11142,0,54,7,14726.775,1366.23125,7,6,1,0,9,9.0,6.64,3.9850528651995694,1,442.21,24.75900834425765,186,1,0.0,77.62650734675371,345.6134605107775
2089,7,41,0,14535.105,1345.25875,1,7,3,2,15,14.0,6.63,0.0,1,70.66,34.31197576,305,1,15.77502673,83.1730666,325.5777817
9530,6,42,0,37443.13,3091.260833,2,4,7,0,18,0.0,7.33,2.0,1,843.53,39.8436502,304,1,0.0,78.90525251,490.2208308
9060,4,25,12,32669.33,2850.444167,3,4,7,1,23,16.0,3.7,2.0,2,154.63,39.5945532,233,1,16.36698149,263.8318938,274.8455414
5129,1,28,2,38726.47,3467.205833,0,4,10,0,8,11.0,1.59,5.0,1,259.59,31.69484438,272,1,0.0,103.7152697,503.0053136
7132,7,28,13,39284.17,3072.680833,4,1,3,1,15,2.0,16.29,4.0,1,1274.85,35.48467604,189,1,21.46038347,121.9730511,453.8346487
4410,3,18,12,77854.26,6411.855,3,4,11,2,5,11.0,1.3,0.0,1,1220.31,41.06292587,263,1,21766.0,359.0540523,449.423725
1834,5,28,8,32303.73,2927.9775,4,1,5,3,15,1.0,7.8,1.0,1,1232.34,28.27545427,259,1,43.44926577,66.23067141,433.1178128
11689,2,34,9,41995.94725614249,3762.168439649038,2,4,6,1,5,2.120373835398116,7.625095329964512,0.7469158902654105,1,76.46380935945089,31.692418039324785,263,0,24.837261220592175,111.71863337671732,489.6609493787981
6672,4,27,10,113207.36,9137.946667,1,5,3,3,8,4.0,10.96,4.0,1,1289.91,37.82300515,359,1,221.7456272,571.7386326,380.3104068
9841,7,50,2,19199.49,1649.9575,3,1,4,2,9,5.0,-1.89,3.0,1,399.44,31.31537663,315,1,31.85522003,80.97381198,342.166718
10064,0,33,12,34978.169402811436,2901.3418359407856,0,3,6,0,12,9.629339640942572,12.784659490512544,3.258679281885142,1,655.9383012242772,32.776634524327605,209,1,34517.174319271864,192.44193802641695,374.45857615439695
7596,3,50,13,14632.3,996.3583333,1,3,11,2,9,11.0,11.25,0.0,1,1373.01,37.55536479,260,1,15.87191512,13.13301495,310.6309033
5893,7,30,7,86885.43,6788.737944,3,6,10,4,13,2.0,10.35,1.0,1,1074.81,34.70682713,281,1,927.4303293,85.88161309,666.5478638
11951,1,44,11,95897.72925225807,8044.089553428798,3,5,6,2,21,11.0,7.7316256610532115,2.584382389603352,1,455.2668532205672,34.77751091581696,273,1,151.28167219422357,383.5965703632236,527.4526247334494
4226,4,54,14,10311.095,963.2579167,8,5,17,0,30,11.0,12.02,8.0,2,1024.56,35.17367772,260,2,0.0,78.55023197,297.7755597
2485,3,44,7,70686.44,5805.536667,0,1,4,633,13,10.0,0.93,2.0,1,1488.12,24.90534215,280,1,164.456949,226.4372043,449.6595134
3858,3,18,1,47183.94,3803.995,7,9,27,5,50,24.0,9.71,8.0,0,4579.44,31.73194646,154,2,166.8906545,293.196765,210.3120805
3776,3,24,2,125271.96,10374.33,2,7,1,4,10,8.0,6.44,3.0,1,827.56,35.95804971,302,1,241.0658852,119.1346585,917.2324563
12297,3,47,5,133620.96530012292,11300.962140904045,2,4,3,0,10,11.163377643735197,4.482368096510658,2.8140839208300434,1,153.2335480851427,27.01556388600468,235,1,9.669149129777423,969.0950274114061,432.2616179729581
8282,0,45,11,83930.72,7257.226667,9,6,22,5,52,18.0,0.13,7.0,0,1479.71,27.54072709,114,2,220.1984405,77.95615532,667.5680709
1886,7,35,7,15967.505,1474.625417,3,5,7,2,3,2.0,10.99,2.0,1,447.66,32.15819803,375,1,16.52613638,178.7444778,242.1919275
3003,3,48,10,26440.13,2173.344167,5,6,12,4,28,15.0,6.79,4.0,1,68.29,40.72545429,287,1,61.18174858,127.7331517,288.4195164
23,2,45,3,46390.56,3851.88,10,5,22,5,16,12.0,32.72,7.0,0,3766.41,38.51275694,60,0,102.012922,127.4707482,405.7043298
4604,5,29,14,15827.06,1422.921667,8,8,29,6,19,19.0,5.41,14.0,0,2396.06,31.43298705,126,2,57.71999296,169.9884689,204.5837048
8449,2,43,3,18192.4,1473.033333,9,7,29,7,27,22.0,10.26,11.0,0,2557.77,30.93583485,236,2,94.49669455,34.97201209,277.8346267
1309,0,15,6,30668.9,2530.741667,4,7,16,4,13,21.0,15.89,6.0,2,2300.97,35.93448893,98,2,60.22543684,341.3972588,141.4514711
9022,4,31,1,7703.635,651.9695833,6,8,18,6,51,17.0,19.05,15.0,0,3044.94,41.01332807,31,2,32.08109831,56.12009065,266.9957694
5937,1,18,13,18399.84,1609.32,6,9,16,6,56,17.0,24.23,11.0,0,4936.34,24.13029866,110,0,70.96507298,186.7767923,193.1901347
789,5,36,6,19567.0,1681.583333,7,10,28,7,25,20.0,5.77,1419.0,0,2202.33,25.60785412,220,2,86.44355609,23.45337564,308.2614016
6050,4,32,0,31696.73,2363.394167,3,6,15,0,26,12.0,3.4,7.0,2,1055.29,29.44103931,259,1,0.0,52.75580877,443.5836079
5035,7,33,8,35611.71,3255.6425,4,1357,2,0,10,11.0,10.06,3.0,1,1092.47,34.4070989,283,1,0.0,165.3112618,420.2529882
10790,0,47,9,30097.06527685481,2288.864724776573,1,2,8,2,5,2.1932707844977344,-1.367602142869503,3.9355764051674216,1,219.3711689691113,26.973352757873876,362,0,36.50162367341392,184.99723095717985,296.31389122737954
4580,6,43,10,67413.2,5824.766667,9,10,16,4,47,11.0,16.18,12.0,2,1663.58,26.20470642,156,2,178.8507621,202.6460442,450.9798604
3219,7,38,2,101996.79,8498.7325,5,6,6,4,5,8.0,6.94,1.0,1,1260.27,31.31073872,297,1,211.0479856,587.9715248,310.8537396
10078,0,35,8,165393.70208528923,13573.814404852084,4,3,5,2,6,6.451865902817038,2.032769123690416,1.8192536388731848,1,1089.6491429559583,37.34134047710037,350,1,246.3467688806321,563.8961731167217,826.2347664373481
2514,2,27,9,57582.42,4508.535,115,10,25,9,43,20.0,29.52,8.0,0,3805.38,34.76031552,140,0,431.2787427,165.1485852,144.4261722
11145,1,41,0,128684.36855530355,10918.609815198723,2,3,7,0,4,3.1955053575681776,8.2347426589407,2.8044946424318224,1,366.0542463307421,36.31390880783399,286,0,54554.371318674835,279.414912579898,1038.4541461648096
6101,5,33,9,43956.23,3820.019167,3,4,4,0,12,1.0,6.16,2.0,1,1084.09,40.67746797,362,1,0.0,337.0985907,314.903326
8746,5,32,7,34612.26,2745.355,3,5,6,2,5,7.0,9.48,1.0,1,122.92,28.09052863,196,1,40.5640343,137.2691693,366.7022964
9124,2,48,6,109652.7,9317.725,2,4,12,2,13,3.0,5.79,1.0,1,1056.45,28.71378093,388,1,97.6275312,702.0913166,402.0536522
4901,0,37,4,17889.32,1504.776667,9,6,19,7,26,15.0,4.22,10.0,0,3693.67,28.32210231,109,2,100.7346565,121.8845297,217.8584804
10345,2,41,9,75723.81,5872.642635094044,5,7,1,0,7,21.375444084861122,2.7108881697222427,4.624555915138878,1,1198.09,34.25271004346975,397,1,268.67486503086786,239.8349644051883,638.0512264434229
9932,3,24,2,39323.36,3467.946667,7,3,34,3,22,13.0,12.39,7.0,2,1425.04,29.22518808,139,2,58.67403813,287.529442,270.5911866
1957,0,37,13,85280.88,6846.74,3,3,2,0,7,6.0,1.89,3.0,1,825.18,32.49083399,354,1,0.0,173.3401645,751.3338355
12234,0,45,1,35208.2,2919.016667,5,2,5,2,9,2.572330334900653,1.34,4.0,1,630.29,36.33731981606988,194,1,44.730081,42.25832251834396,447.7643942037439
11889,1,39,6,59796.12043263723,5000.836895002982,6,3,9,2,16,17.826816819290205,3.8426247427363545,3.407819816851756,1,1629.213291349504,28.70112536283952,227,1,70.19557299289127,226.42838517249098,481.72789947373974
10586,6,37,5,125051.41963807475,10160.301117082381,3,3,4,1,11,6.062203226164703,8.546410257871061,4.751187095341189,1,855.396252723807,30.175072391857967,254,1,93.56371434674224,574.6817504552417,625.2965175033033
5566,4,37,14,68103.81,5940.3175,8,7,2,0,24,8.0,5.41,3.0,1,71.41,26.99424893,401,1,0.0,172.2466972,671.7850528
7362,0,22,9,134393.73,10944.4775,1,3,12,2,13,-1.0,11.49,1.0,1,945.29,35.60509262,304,1,136.0306305,270.6842505,927.732869
11202,1,44,7,108193.5862581727,9217.25987947175,3,1,5,3,2,4.0,9.294491454477992,1.0,1,462.64245053609403,31.5287969920887,285,1,292.5856299808492,520.4579524433815,373.1219006644908
6717,0,28,8,37688.55,3317.7125,2,6,2,4,9,10.0,9.27,4.0,1,28.36,29.53060744,298,1,114.3337212,73.90980631,383.5277225
1395,1,32,0,20121.97,1646.830833,8,6,20,9,32,25.0,22.36,11.0,0,4901.87,36.46205728,111,2,121.5196296,162.2322143,170.9312394
9353,6,29,10,134993.79,11462.4825,1,6,9,3,9,9.0,5.64,5.0,1,629.16,34.80117349,190,0,280.8381171,383.3807699,732.0293631
7784,6,34,11,53071.47,4656.6225,8,5,21,8,49,19.0,8.05,10.0,0,1740.38,32.13739225,225,2,208.483448,451.5421441,95.63665782
5900,4,28,7,83453.72,6718.476667,4,1043,27,4,5,3268.0,11.83,7.0,2,1463.22,28.94024065,231,2,237.8146467,76.9697176,607.0633023
3393,2,26,13,16945.21,1157.100833,7,7,17,2,48,25.0,8.66,6.0,0,1286.12,40.56151555,230,2,27.21188356,71.59425266,306.9039471
12379,1,30,1,179175.0906581507,14909.16320637597,4,2,7,1,1,5.615134822052864,7.152953899861036,3.0,1,421.89973034014014,40.61814218319405,247,1,140.95829329230327,688.0391745059106,937.305341966338
9818,3,23,3,167664.88,14007.07333,2,6,10,4,12,9.0,11.74,1.0,1,1435.29,34.15319696,190,1,449.0602004,177.6572735,1013.989859
7931,4,29,1,8241.75,843.8125,8,6,19,2,29,23.0,7.89,16.0,0,2656.51,32.30175985,205,0,12.41053935,111.287596,250.6831147
10685,3,45,9,127165.37895916624,10824.474219213214,3,6,3,2,15,3.072037636582853,3.5031755362211454,3.0,1,563.767214093385,27.861955992911035,325,1,138.51902540563782,768.7816866649915,465.146709850692
3822,3,41,8,88709.79,7636.4825,4,5,11,0,15,12.0,9.09,0.0,1,1452.43,37.29212305,285,1,0.0,301.211813,722.436437
9090,0,18,1,77380.48,6618.373333,5,2,8,0,4,0.0,2.2,1.0,1,486.34,26.01998053,239,1,0.0,585.7421064,356.0952269
6069,1,52,6,128938.95,10722.9125,5,5,5,4,23,2.0,0.75,1.0,1,636.95,37.70908945,202,1,384.5801136,612.3060248,355.4051116
1226,2,18,5,7106.15,592.1791667,6,5,29,3,41,21.0,-2.34,7.0,0,2688.12,35.42707694,227,2,9.575854756,30.42162251,289.2204394
5653,6,19,5,21039.8,1875.316667,4,5,10,0,5,12.0,0.19,2.0,1,8.99,24.02934292,289,1,0.0,252.0589961,225.4726706
3492,6,25,11,33101.56,2989.463333,6,10,29,6,16,21.0,5.12,7.0,0,1507.49,32.3575581,147,2,85.5047875,74.43262437,389.0089215
12201,1,28,6,15383.46,1325.955,3,2,1,4,8,11.0,3.5885372355735043,4.0,1,511.27,32.50786019463952,210,1,31.67114259,99.01477334748157,272.37788196640406
11231,2,52,4,75893.07,6328.4225,6,5,1,0,19,16.0,-0.37091956024423167,1.0,1,500.47,35.54667223144992,231,1,0.0,162.50282483256836,715.3757469264548
10693,6,34,13,152126.0612634376,12740.979527315556,1,3,10,0,7,5.033396770452535,3.1268748846464107,1.5166983852262677,1,694.0506075904339,35.97260233236697,245,1,59.26690226185052,663.5680849049525,815.7620138629742
7249,0,34,2,73884.6,6255.05,6,1030,30,7,49,16.0,5.71,7.0,0,2083.28,40.38233201,113,2,349.0994939,81.09339364,435.3121125
6559,4,16,13,72637.48,6064.123333,6,5,27,4,15,14.0,8.41,10.0,2,1933.9,30.88597703,140,2,174.4273555,67.5658421,604.4191357
7302,0,28,11,28754.13,2479.1775,4,5,11,3,11,19.0,12.84,3.0,2,1175.57,36.42398529,216,2,66.95920908,283.3980745,187.5604664
10628,1,52,6,31456.006054248,2417.2286231074227,1,3,9,1,1,7.1842024124407615,17.02795429268481,5.092101206220381,1,81.14937516930391,38.953467290460495,399,1,22.63653671482438,109.19133809315903,363.57903577973207
4320,3,28,4,9737.045,699.4204167,5,6,6,7,27,11.0,10.35,4.0,2,1802.87,33.90471692,128,2,49.64299098,36.659932,243.6391187
3902,4,39,0,31407.1,2615.258333,7,7,29,8,27,24.0,23.16,11.0,0,2949.79,38.024576,80,2,115.2068732,204.8826056,231.4363545
1310,0,21,5,85019.76,5782.894507,5,7,5,-100,6,9.0,9.89,3.0,1,1072.83,40.65730779,188,1,77589.0,615.0837028,333.8142972
6758,3,19,6,81395.44,6584.953333,1,4,10,0,0,4.0,2.75,1.0,1,278.8,25.21299532,383,1,0.0,314.2296836,624.2656497
7649,0,38,14,35081.49,3047.4575,6,6,16,2,23,16.0,6.57,0.0,2,1025.79,37.66249382,313,2,51.97855084,93.39688811,409.370311
5100,7,22,9,87692.85,7141.7375,4,6,10,4,21,5.0,6.21,0.0,1,1352.22,39.18419203,288,1,188.4109291,516.6916273,299.0711936
7603,5,28,8,73095.76,6077.313333,8,10,16,5,38,25.0,25.06,13.0,0,3617.11,39.30519321,60,2,211.0664122,128.1101752,508.554746
4730,0,37,5,20426.38,1653.198333,1,7,11,4,0,4.0,2.45,1.0,1,622.66,27.12950883,384,1,44.63949382,111.956393,268.7239465
7524,1,35,0,28415.93,2241.994167,2,2,12,2,6,10.0,-3.6,1.0,1,1112.8,32.25222953,291,1,35.469401,189.3125833,279.4174324
6850,6,20,10,18949.07,1562.089167,10,9,29,5,52,17.0,16.57,8.0,0,4454.76,33.20903625,103,2,55.6778299,94.84262888,285.6884579
3948,1,41,1,30617.62,2533.468333,5,3,8,3,15,9.0,7.9,5.0,1,938.6,33.42126186,384,1,74.01131688,154.6672903,314.6682262
1822,3,36,10,87199.02,7509.585,1,7,7,1,17,12.0,11.13,4.0,1,395.46,37.94207245,283,1,62.10048916,124.3949691,804.4630418
7453,4,40,10,14208.865,1365.072083,3,4,4,0,14,6.0,4.65,3.0,1,605.49,33.1245686,391,1,0.0,62.19311509,364.3140932
1315,6,27,9,8246.71,557.2258333,6,3,34,7,1,14.0,7.58,10.0,2,2006.97,32.10786806,137,2,39.11464705,49.64040337,246.9675329
12236,1,36,6,126031.11664512746,10311.726501628882,2,5,3,2,1,3.0,6.52274751476165,2.0,1,1355.5895357501543,34.317298135579634,205,1,137.42883174324325,705.0427460016033,467.60643635239444
6108,5,37,12,62683.59,5047.6325,8,8,32,9,24,24.0,6.44,8.0,0,2142.89,23.98475927,240,2,346.0622408,313.222983,125.4780263
4102,2,39,10,9221.745,758.47875,9,8,34,7,53,18.0,2.26,12.0,0,2546.6,39.11106434,87,2,51.10622348,36.37298096,278.3686706
10897,1,46,2,18880.3998914025,1560.3274430099716,2,4,4,-27,8,4.946409089150967,7.27258584269409,5.29337013012129,1,1197.432658499205,29.722757116821626,256,0,69295.7575255021,31.581651854176624,343.1042910061845
2315,6,29,2,31632.32,2421.026667,2,3,9,3,-2,8.0,3.7,2.0,1,73.75,25.4872306,389,1,59.02287401,185.1016101,277.9781825
2826,2,24,6,38721.44,3340.786667,6,6,5108,5,24,21.0,20.87,8.0,0,3467.82,31.5216032,159,2,87.26862846,52.39795233,444.4120859
5196,0,21,4,53672.94,4589.745,9,5,27,6,27,20.0,9.72,10.0,0,1496.84,31.4836444,72,2,220.7657778,142.3801159,355.8286063
11782,0,52,5,60204.558586708605,5134.830834379034,5,5,3,2,26,18.263180952106133,7.280065713502476,3.131590476053066,1,1035.3595510948858,34.818973129918334,283,1,91.75830282692006,221.61353641018775,452.74305372185694
2595,5,22,1,30758.43,2822.2025,4,5,8,-100,16,16.0,7.47,6.0,2,471.15,26.79663101,364,2,24.40311987,198.047053,329.7700771
9901,0,32,4,39791.2,3491.933333,6,9,29,2,31,23.0,15.55,7.0,0,1287.18,24.48605917,114,2,58.03885575,275.1709596,285.983518
1339,2,24,9,15881.58,1169.465,8,6,34,7,35,20.0,22.27,12.0,0,3614.38,35.49476165,72,2,67.15145011,71.51998017,268.2750697
3264,3,24,2,121622.84,10081.23667,0,3,12,2,12,-3.0,9.02,0.0,1,1391.33,26.48299141,241,0,173.2882999,664.6119629,450.2234039
12036,0,44,0,167223.8603488228,14192.07521945681,1525,2,12,0,12,-0.3156770319565676,10.676089276217214,1.9429730859963805,1,504.15890762158654,40.144786500527154,319,0,12.676269049266395,1014.5472992199037,672.5542228336552
738,3,33,4,112812.24,9417.02,0,5,2,0,10,9.0,1.19,3.0,1,506.96,34.74531324,349,1,0.0,280.1798143,911.5221857
5221,4,14,8,8871.555,853.29625,8,7,20,9,26,23.0,5.72,14.0,0,1584.64,32.90993602,193,2,40.10835921,40.85886491,264.3624009
965,4,29,12,95295.57,7943.2975,6,6,3,0,13,20.0,11.14,1.0,1,406.93,35.62815425,297,1,0.0,759.9879933,324.3417567
252,5,45,9,75291.12,6221.26,8,6,21,5,40,24.0,11.56,12.0,0,2380.01,37.73491769,118,2,260.468081,291.8205085,339.8374105
7666,1,31,7,17486.55,1389.2125,9,5,34,2,48,22.0,2.82,12.0,0,2376.4,25.83217458,80,2,24.14454259,140.5179619,264.2587455
5719,2,39,4,82134.44,6671.536667,10,5,24,9,36,21.0,4.55,10.0,0,1332.6,37.13002785,220,2,317.4441996,268.8015473,330.9079198
2098,0,32,3,14219.02,1126.918333,10,5,23,7,38,15.0,25.86,10.0,0,3628.5,29.12471437,36,2,76.4860082,148.4360323,177.7697928
5666,1,25,0,104177.61,8671.4675,3,6,1,2,6,1.0,4.22,3.0,1,581.83,42.43558842,300,1,141.6961458,112.0592446,863.3913596
5820,7,55,13,79642.86,6509.905,2,5,5,3,4,2.0,4.15,1.0,1,911.67,32.898488,362,1,172.8089158,650.2774305,107.9041537
8184,4,41,4,35615.68,2677.973333,2,3,8,0,28,7.0,5.05,5.0,1,1448.89,31.22864023,349,1,0.0,99.15772935,428.639604
872,2,25,12,73584.0,6205.0,6,8,19,9,48,22.0,21.67,7.0,0,4645.81,26.20066097,27,2,424.5087694,132.0635113,303.9277193
9851,2,34,8,87932.96,7206.746667,4,3,4,2,13,11.0,10.7,1.0,1,649.7,40.74162077,257,1,117.4152817,410.7188627,472.5405223
5270,7,38,9,14884.29,1174.048407,9,9,19,4,42,19.0,8.49,10.0,0,1304.33,40.14878744,224,2,77.06391486,108.80321,255.9777178
9035,6,22,3,22433.46,1585.455,4,3,11,1,1,4.0,4.73,4.0,1,1078.38,36.85922482,337,0,9.530143983,167.1285991,271.8867569
6856,6,33,11,15725.7,1165.475,6,9,30,4,48,8.0,11.54,7.0,2,1452.16,26.37472649,217,2,38.84287531,54.73265744,312.9719673
11721,3,35,7,15967.505,1474.625417,3,5,7,2,3,-0.4629929280862781,10.99,2.0,1,447.66,36.86496618975063,375,1,16.52613638,51.115377737660765,342.5060629319078
4722,2,25,13,116034.93,9446.5775,1,5,9,1,6,10.0,6.24,0.0,1,455.0,31.60009929,213,1,74.61428924,107.3013268,1002.742134
12048,2,39,10,142855.57411202372,11414.322946407323,4,4,5,1,17,16.318172582063696,11.418851090636522,2.704534679074313,1,455.55086155568785,27.534720715900242,280,1,566.1577402812193,662.4994594410524,655.4021025940126
6271,2,18,8,69374.78,5710.231667,1,3,12,2,13,5.0,11.07,1.0,1,1171.73,32.7764547,340,1,68.54205265,107.905687,644.575427
11234,0,36,13,19740.119499471082,1769.4084039939423,4,5,4,1,3,11.018973620782749,5.374601103039817,1.0071151077935303,1,1149.510872283397,37.59917228254284,217,1,26.456508874591528,24.811175315091447,365.74430732752796
5816,6,27,12,23051.72,1873.976667,4,5,7,0,20,18.0,4.53,1.0,1,713.33,39.11687194,334,0,0.0,251.5602255,225.8374412
9877,5,44,10,36980.1,3352.675,6,10,29,6,54,16.0,9.55,14.0,2,2403.26,27.33525275,210,2,174.0872209,139.6899473,291.4903319
6369,5,23,12,18940.82,1281.401667,9,5,33,6,54,15.0,9.11,12.0,0,1327.42,38.6383022,189,2,87.85744537,36.86138962,253.4213317
4168,4,36,6,16633.78,1613.148333,5,3,10,3,9,6.0,11.2,4.0,1,110.89,36.20425296,259,1,40.15058774,80.98138359,320.182862
5286,5,23,1,108142.14,9280.845,1,2,1,1,14,8.0,4.55,3.0,1,261.59,34.93982599,296,1,48.51475767,559.2700888,600.2996535
5940,0,26,8,17965.72,1295.143333,7,8,32,2,47,10.0,16.91,10.0,2,2654.64,23.96328162,238,2,17.05915245,174.8559505,227.5992303
10747,5,35,13,37576.84836740451,2953.5354009905404,3,1,5,0,12,6.277065938161218,9.740188596261591,2.650590268046062,1,972.7969220131633,32.846401780841916,255,0,0.0,153.2571538355402,428.8434349232835
7252,6,35,1,15807.59,1398.299167,6,8,28,5,40,18.0,7.59,9.0,2,2400.96,39.49398832,171,2,39.44534882,100.4626319,289.9219359
10400,1,37,13,28840.8,2169.4,3,4,6,-51,0,4.523563013656208,10.30494109559346,2.0,1,1147.59,31.62787127246419,232,1,19.43780868,148.49225309483262,329.48119847829156
5890,7,24,0,83330.32,7235.193333,10,5,33,9,20,19.0,-1.95,10.0,0,1538.13,21.69957725,213,2,342.2434963,596.0035191,65.27231791
8759,7,19,2,13754.5,1261.208333,4,3,5,6,4,10.0,16.85,8.0,2,39.59,25.66895689,83,2,61.01232179,28.03411987,287.0743917
12346,4,27,5,68356.03917014082,5420.062865329243,10,7,18,5,49,21.977435488294653,17.341060599862754,8.977435488294653,0,4229.957688598795,27.250952786497773,144,2,781.0531771092408,306.5832204447053,271.62961026052784
10622,3,-185,5,30664.97811139329,2668.4288875377238,0,4,7,0,9,10.0,4.182698778373497,3.406439064621214,1,1390.7452591673896,27.121180472746747,309,1,11.156001976373176,175.24314002505892,358.5725280650865
8961,7,55,0,39161.2,3088.433333,2,4,5,2,11,4.0,0.56,5.0,1,1344.45,32.48392912,253,1,42.11282356,238.1708309,298.5596789
12210,4,23,6,9962856.704734698,6685.432725785594,4,1,4,2,8,0.566018424887821,7.110081889629649,1.566018424887821,1,394.3725681675465,30.65610742573472,288,1,131.2693244988176,186.05607066549666,595.5576931740466
447,6,55,14,39206.98,2969.248333,1,5,3,3,4,11.0,4.15,2.0,1,780.54,27.69724943,214,1,55.82968367,84.15232199,426.9428277
10378,7,31,3,115090.2379638985,9512.657612639792,0,4,8,2,0,1.0,3.1245531362789625,3.2219961975826297,1,276.9461800437471,34.76934833953542,305,1,173.6374193836844,203.90722306345498,822.6111377400264
